customer_name,mobile_number,email,dob,gender,occupation,house_no,street,area,city,state,pincode,country,pan_number,kyc_status,created_at,customer_status,login_status
Priya Andra,9259857185,priya.andra757@gmail.com,1977-02-26,Female,Government Employee,179,Ray Ganj,Ville,Lucknow,Uttar Pradesh,226001,India,LLLAA2404A,Verified,2021-10-07 07:55:44,Active,Active
Ojasvi Dhawan,6302162912,ojasvi.dhawan758@gmail.com,1986-02-04,Female,Government Employee,735,Goel Path,Ville,Mumbai,Maharashtra,400001,India,JBTHE1612R,Verified,2023-10-29 08:09:57,Active,Active
Manthan Chana,7269124265,manthan.chana759@gmail.com,1994-11-04,Male,Business Owner,816,Lad Marg,Ville,Kota,Rajasthan,324001,India,MTQZC2748V,Pending,2026-07-06 20:51:00,Active,Active
Sanya Hegde,7014707752,sanya.hegde760@gmail.com,2005-08-18,Female,Self Employed,760,Goswami Path,Ville,Bengaluru,Karnataka,560001,India,XEVAW3403L,Pending,2022-11-29 10:45:17,Active,Active
Zilmil Sahni,7193990727,zilmil.sahni761@gmail.com,1986-11-04,Female,Marketing Manager,548,Golla Ganj,Ville,Mumbai,Maharashtra,400001,India,FONDS6678E,Verified,2023-03-28 07:44:17,Active,Active
Yachana Rana,6192142727,yachana.rana762@gmail.com,1987-10-14,Female,Student,302,Mann Ganj,Ville,Jaipur,Rajasthan,302001,India,JCDMZ1089S,Verified,2023-03-03 16:28:44,Active,Active
Indrajit Prashad,6998045323,indrajit.prashad763@gmail.com,1979-07-15,Male,HR Manager,466,Joshi,Ville,Lucknow,Uttar Pradesh,226001,India,CJMJH5864D,Verified,2024-01-10 21:21:04,Active,Active
Karan Thakkar,9439688017,karan.thakkar764@gmail.com,1998-11-29,Male,Software Engineer,809,Mistry Road,Ville,Hyderabad,Telangana,500001,India,VNGUW2018L,Verified,2022-06-09 04:11:15,Active,Active
Watika Pau,9127435832,watika.pau765@gmail.com,2003-12-16,Female,Marketing Manager,758,Bahl Ganj,Ville,Hyderabad,Telangana,500001,India,WTTOS1072J,Verified,2024-11-08 06:16:12,Active,Active
Rachit Tripathi,9334385476,rachit.tripathi766@gmail.com,1973-01-18,Male,Government Employee,7,Mandal Chowk,Ville,Kolkata,West Bengal,700001,India,JUVUA5925A,Verified,2024-12-13 08:04:45,Active,Active
Kevin Manne,7759986115,kevin.manne767@gmail.com,1975-03-21,Male,Doctor,982,Char Marg,Ville,Chennai,Tamil Nadu,600001,India,ICUKP4739L,Verified,2026-05-19 00:18:35,Active,Active
Bhavini Samra,9687298921,bhavini.samra768@gmail.com,1998-10-17,Female,Accountant,953,Pant Street,Ville,Bengaluru,Karnataka,560001,India,PQWCT2011B,Verified,2023-04-15 23:31:29,Inactive,Active
Sai Murthy,8020765106,sai.murthy769@gmail.com,1979-04-22,Male,Government Employee,972,Upadhyay Ganj,Ville,Kolkata,West Bengal,700001,India,EACWY0206B,Pending,2022-03-23 18:43:40,Active,Active
Leena Edwin,8407988591,leena.edwin770@gmail.com,1976-08-27,Female,Teacher,869,Kala Path,Ville,Chennai,Tamil Nadu,600001,India,PJGUD9363Z,Rejected,2022-08-28 04:38:52,Active,Active
Gaurika Handa,8208314920,gaurika.handa771@gmail.com,1971-01-09,Female,Software Engineer,52,Chander Zila,Ville,Bhopal,Madhya Pradesh,462001,India,CPBTA4977V,Pending,2023-08-31 20:36:13,Active,Active
Oscar Kumer,9201411089,oscar.kumer772@gmail.com,1986-04-20,Male,Lawyer,347,Mishra Road,Ville,Sitapur,Uttar Pradesh,261001,India,FBOVS6515R,Pending,2025-08-03 17:31:02,Active,Active
Nathan Dey,8391273979,nathan.dey773@gmail.com,1971-04-24,Male,Business Owner,556,Pau Street,Ville,Patna,Bihar,800001,India,EDTZI4473K,Verified,2022-10-11 01:34:32,Active,Active
Guneet Parmar,8841250735,guneet.parmar774@gmail.com,1989-04-05,Male,Consultant,864,Mann Path,Ville,Delhi,Delhi,110001,India,KRFLZ0767S,Verified,2026-05-22 21:38:44,Active,Active
Aadhya Prashad,8730789158,aadhya.prashad775@gmail.com,1973-04-05,Female,Sales Executive,273,Bains,Ville,Sitapur,Uttar Pradesh,261001,India,STDRW9046Z,Verified,2024-03-01 19:54:04,Active,Active
Dipta Goel,6017541836,dipta.goel776@gmail.com,1980-09-06,Female,Business Owner,408,Dara Path,Ville,Patna,Bihar,800001,India,TXJWC8883C,Pending,2023-03-11 21:07:58,Blocked,Blocked
Ansh Dhar,6203386439,ansh.dhar777@gmail.com,1992-01-12,Male,Sales Executive,241,Rana Path,Ville,Patna,Bihar,800001,India,RJYGT8805G,Verified,2024-05-08 22:42:42,Active,Active
Nitara Dutta,6607374467,nitara.dutta778@gmail.com,1995-10-30,Female,Self Employed,935,Varty Circle,Ville,Hyderabad,Telangana,500001,India,SSGOE1725I,Verified,2024-07-19 20:16:27,Active,Active
Kala Manne,9694517555,kala.manne779@gmail.com,1970-09-12,Female,Doctor,784,Bhatt Marg,Ville,Sitapur,Uttar Pradesh,261001,India,EFNCJ3858U,Verified,2024-01-12 06:57:00,Active,Active
Tamanna Bajwa,8435647736,tamanna.bajwa780@gmail.com,2003-07-20,Other,HR Manager,583,Mukhopadhyay Circle,Ville,Delhi,Delhi,110001,India,AHIPR3183K,Verified,2023-01-24 10:19:42,Active,Active
Lakshmi Solanki,6647387977,lakshmi.solanki781@gmail.com,1977-08-23,Female,Business Owner,788,Chander Marg,Ville,Pune,Maharashtra,411001,India,KNAZE7201P,Verified,2022-06-25 08:23:41,Active,Active
Ekani Goyal,8707316607,ekani.goyal782@gmail.com,1981-12-24,Female,Bank Employee,137,Virk Marg,Ville,Kota,Rajasthan,324001,India,LWOUJ3723O,Verified,2025-08-15 15:21:36,Active,Active
Rushil Talwar,9219166705,rushil.talwar783@gmail.com,1977-05-15,Male,Bank Employee,686,Vyas,Ville,Lucknow,Uttar Pradesh,226001,India,NAROT4558V,Verified,2024-12-22 01:08:40,Active,Active
Viraj Sama,6725772188,viraj.sama784@gmail.com,1972-11-28,Male,Bank Employee,319,Mitra,Ville,Sitapur,Uttar Pradesh,261001,India,HAHUE4085C,Verified,2025-12-18 14:27:40,Inactive,Active
Tristan Issac,7389995200,tristan.issac785@gmail.com,1988-10-23,Male,Marketing Manager,884,Ghose Marg,Ville,Lucknow,Uttar Pradesh,226001,India,WMXCR6192K,Verified,2023-01-12 15:12:36,Active,Active
Anika Goswami,8405107425,anika.goswami786@gmail.com,1993-11-27,Female,Student,409,Nori Marg,Ville,Jaipur,Rajasthan,302001,India,ENIRB0845V,Verified,2026-05-18 09:45:48,Active,Active
Edhitha Din,8268104796,edhitha.din787@gmail.com,1991-02-19,Female,Engineer,772,Grewal Marg,Ville,Patna,Bihar,800001,India,EVQUU5533T,Verified,2024-06-10 14:39:38,Active,Active
Oliver Rajagopal,7565581829,oliver.rajagopal788@gmail.com,1971-01-29,Male,Teacher,507,Rajagopal Circle,Ville,Patna,Bihar,800001,India,IZAWA2214U,Verified,2022-04-08 02:07:01,Active,Active
Waida Parekh,9059556556,waida.parekh789@gmail.com,1983-08-07,Female,Student,933,Mannan Nagar,Ville,Mumbai,Maharashtra,400001,India,JYOWZ6473W,Verified,2022-11-06 16:55:56,Active,Active
Sachi Narayanan,8258207931,sachi.narayanan790@gmail.com,1994-12-04,Female,Accountant,439,Dugar Zila,Ville,Patna,Bihar,800001,India,HMGUT4847H,Verified,2023-12-31 13:36:25,Active,Active
Harita Khanna,8315965307,harita.khanna791@gmail.com,1993-06-12,Female,Lawyer,558,Dhillon Road,Ville,Kolkata,West Bengal,700001,India,XOVFJ0564V,Verified,2026-02-26 18:55:29,Active,Active
Hiral Mitra,7429293130,hiral.mitra792@gmail.com,1991-12-02,Female,Marketing Manager,172,Chad Street,Ville,Bhopal,Madhya Pradesh,462001,India,NHIXP9428O,Verified,2026-05-29 01:17:27,Active,Active
Dhruv Sastry,9616850883,dhruv.sastry793@gmail.com,2000-02-10,Male,Engineer,383,Golla Chowk,Ville,Kota,Rajasthan,324001,India,SCGCG7451Y,Verified,2023-09-08 18:55:47,Active,Active
Idika Ram,6371305856,idika.ram794@gmail.com,1975-07-27,Female,Lawyer,635,De Street,Ville,Patna,Bihar,800001,India,QDLND6044P,Verified,2021-08-14 19:36:10,Active,Active
Arin Puri,7755010258,arin.puri795@gmail.com,1972-02-26,Other,Marketing Manager,987,Nori Chowk,Ville,Chennai,Tamil Nadu,600001,India,CTKAS5925Y,Verified,2024-12-11 11:20:35,Active,Active
Falan Guha,7744638748,falan.guha796@gmail.com,1981-07-03,Male,Self Employed,117,Rana Marg,Ville,Sitapur,Uttar Pradesh,261001,India,JXRWG1930E,Verified,2024-05-06 08:18:33,Active,Active
Sathvik Chahal,9360644801,sathvik.chahal797@gmail.com,1974-02-26,Male,Engineer,478,Bains Circle,Ville,Kolkata,West Bengal,700001,India,EXTBR3896Y,Verified,2024-08-20 11:11:01,Active,Active
Harshil Uppal,7059203508,harshil.uppal798@gmail.com,1997-10-27,Male,Bank Employee,914,Sengupta Ganj,Ville,Kota,Rajasthan,324001,India,CEWSW4886T,Verified,2026-01-05 08:29:44,Active,Active
Quincy Goyal,6757663287,quincy.goyal799@gmail.com,1973-08-10,Male,Bank Employee,147,Apte Road,Ville,Sitapur,Uttar Pradesh,261001,India,GMXER1651X,Verified,2025-02-02 09:31:29,Active,Active
Amaira Balasubramanian,7774483913,amaira.balasubramanian800@gmail.com,1970-04-18,Female,Lawyer,21,Munshi Road,Ville,Patna,Bihar,800001,India,SGPBM3267O,Verified,2022-07-25 21:18:01,Active,Active
Dominic Shroff,7410488731,dominic.shroff801@gmail.com,1996-05-10,Male,Teacher,803,Dar Circle,Ville,Pune,Maharashtra,411001,India,FRQUG2638F,Verified,2021-12-12 05:53:21,Active,Active
Reyansh Gole,9906506557,reyansh.gole802@gmail.com,1996-04-07,Male,Bank Employee,315,Kumar Road,Ville,Kolkata,West Bengal,700001,India,ULLTM0071B,Pending,2025-12-04 01:06:48,Active,Active
Lohit Devi,7886388462,lohit.devi803@gmail.com,1970-06-06,Other,Teacher,366,Kibe Street,Ville,Mumbai,Maharashtra,400001,India,STYYV5197U,Verified,2025-11-28 16:56:30,Active,Active
Udyati Chaudhari,9470301572,udyati.chaudhari804@gmail.com,1981-08-11,Female,Bank Employee,970,Shroff Circle,Ville,Patna,Bihar,800001,India,ZHKQP1808M,Verified,2025-12-13 13:41:33,Active,Active
Qarin Setty,9071230376,qarin.setty805@gmail.com,1975-08-25,Male,Consultant,620,Prakash,Ville,Kolkata,West Bengal,700001,India,LBILU6657O,Pending,2024-06-24 07:36:08,Active,Active
Aayush Sridhar,8253162929,aayush.sridhar806@gmail.com,1995-10-31,Other,Consultant,214,Thakur Chowk,Ville,Hyderabad,Telangana,500001,India,FWTGG3322U,Verified,2022-10-02 06:29:51,Active,Active
Victor Bajwa,6095535470,victor.bajwa807@gmail.com,1993-08-11,Male,Student,526,Amble Ganj,Ville,Chennai,Tamil Nadu,600001,India,FPKMD3885S,Verified,2025-06-05 06:43:22,Active,Active
Kashvi Deo,8948027303,kashvi.deo808@gmail.com,1995-05-11,Female,Business Owner,114,Parikh Marg,Ville,Kanpur,Uttar Pradesh,208001,India,KMKFF6603V,Pending,2022-07-08 23:41:55,Active,Active
Tanish Chacko,9101157598,tanish.chacko809@gmail.com,1995-03-25,Male,Lawyer,952,Pathak Nagar,Ville,Delhi,Delhi,110001,India,QVRGD7318G,Verified,2025-09-14 23:03:26,Active,Active
Aashi Balan,8828210268,aashi.balan810@gmail.com,1985-10-03,Female,Consultant,456,Narain Chowk,Ville,Bhopal,Madhya Pradesh,462001,India,HWKEX1288E,Verified,2024-08-20 03:48:21,Active,Active
Rajeshri Mitter,7067632278,rajeshri.mitter811@gmail.com,1990-11-02,Female,Marketing Manager,702,Oommen Street,Ville,Mumbai,Maharashtra,400001,India,JTCAT3858F,Verified,2024-07-22 23:03:41,Active,Active
Ekaja Raghavan,9457493204,ekaja.raghavan812@gmail.com,2003-05-02,Female,Bank Employee,17,Dash Street,Ville,Bengaluru,Karnataka,560001,India,WQWFD2040D,Verified,2022-08-10 11:01:31,Active,Active
Bhavani Shroff,6954277675,bhavani.shroff813@gmail.com,2001-11-23,Female,Sales Executive,371,Agrawal Chowk,Ville,Hyderabad,Telangana,500001,India,IHCZZ7814O,Verified,2022-06-30 05:47:24,Active,Active
Vritti Kibe,8723016159,vritti.kibe814@gmail.com,1982-12-11,Female,Self Employed,35,Sura Circle,Ville,Lucknow,Uttar Pradesh,226001,India,EKGEN5373N,Verified,2025-05-11 13:32:53,Active,Active
Yashvi Dani,8220782409,yashvi.dani815@gmail.com,1977-06-27,Female,Sales Executive,925,Bhattacharyya Circle,Ville,Delhi,Delhi,110001,India,SWJHT1013T,Verified,2022-01-25 09:04:08,Active,Active
Pushti Saraf,7892700464,pushti.saraf816@gmail.com,2003-11-21,Female,Government Employee,366,Ganguly Chowk,Ville,Bengaluru,Karnataka,560001,India,VCGZD9142J,Verified,2024-12-31 00:29:55,Active,Active
Upma Thakur,8948300015,upma.thakur817@gmail.com,1983-06-28,Female,HR Manager,988,Bajwa Zila,Ville,Chennai,Tamil Nadu,600001,India,NZQTP0551D,Verified,2026-03-16 02:17:25,Active,Active
Yagnesh Balasubramanian,6467465545,yagnesh.balasubramanian818@gmail.com,1979-06-19,Male,Business Owner,351,Grewal Nagar,Ville,Mumbai,Maharashtra,400001,India,TQGNR7154N,Verified,2022-08-03 00:37:58,Active,Active
Viraj Singh,9020349103,viraj.singh819@gmail.com,1990-07-07,Male,Sales Executive,186,Nair Path,Ville,Kota,Rajasthan,324001,India,BGUVU4810Q,Pending,2025-06-17 09:59:55,Active,Active
Farhan Nagarajan,6314646337,farhan.nagarajan820@gmail.com,1994-07-17,Male,Sales Executive,519,Lanka Nagar,Ville,Jaipur,Rajasthan,302001,India,IXHZW1206M,Verified,2025-03-20 02:57:07,Active,Active
Amol Banerjee,9718749128,amol.banerjee821@gmail.com,1984-04-23,Male,Teacher,594,Natarajan Road,Ville,Mumbai,Maharashtra,400001,India,GSPPS6658F,Verified,2021-12-05 04:39:36,Active,Active
Odika Bora,8913161887,odika.bora822@gmail.com,2005-07-30,Female,Consultant,693,Amble Road,Ville,Chennai,Tamil Nadu,600001,India,LHHNE8137U,Verified,2022-05-04 04:21:44,Active,Active
Madhavi Prashad,7262809220,madhavi.prashad823@gmail.com,1987-01-28,Female,Doctor,130,Mani Zila,Ville,Kolkata,West Bengal,700001,India,AJZJM0389T,Verified,2022-11-13 09:34:21,Active,Active
Janya Prabhu,7762424920,janya.prabhu824@gmail.com,1990-08-02,Female,Doctor,960,Gupta Circle,Ville,Mumbai,Maharashtra,400001,India,VBRII0328S,Verified,2025-12-20 21:22:23,Active,Active
Vedika Gaba,7416545042,vedika.gaba825@gmail.com,1971-03-07,Female,HR Manager,176,Rana Chowk,Ville,Kanpur,Uttar Pradesh,208001,India,WLVYK7733D,Verified,2022-06-30 06:51:05,Active,Active
Chanchal Choudhury,8896277508,chanchal.choudhury826@gmail.com,1988-12-21,Female,Sales Executive,941,Shankar Road,Ville,Hyderabad,Telangana,500001,India,LZNYT8978X,Verified,2024-05-03 10:20:39,Active,Active
Kalpit Bava,7821188259,kalpit.bava827@gmail.com,2002-04-15,Male,Accountant,118,Sachdeva Nagar,Ville,Pune,Maharashtra,411001,India,WAZHI9343J,Verified,2024-11-12 13:39:38,Active,Active
Frado Roy,7831749388,frado.roy828@gmail.com,1981-10-07,Male,Teacher,234,Chaudhuri Circle,Ville,Kota,Rajasthan,324001,India,JBBCU9749G,Pending,2022-04-03 03:03:49,Active,Active
Warinder Salvi,6583951062,warinder.salvi829@gmail.com,1985-02-01,Male,Accountant,343,Lad Circle,Ville,Sitapur,Uttar Pradesh,261001,India,PPKHY1316L,Verified,2024-03-25 23:15:05,Active,Blocked
Chakradev Natarajan,7680102893,chakradev.natarajan830@gmail.com,1973-09-24,Male,Marketing Manager,639,Sant Marg,Ville,Pune,Maharashtra,411001,India,VZZNT4787L,Verified,2023-07-25 21:11:31,Active,Active
Qushi Mittal,9698985804,qushi.mittal831@gmail.com,1993-02-08,Female,Engineer,151,Ravi Street,Ville,Kolkata,West Bengal,700001,India,BZNJM5178I,Verified,2023-01-31 20:41:32,Active,Active
Qasim Prasad,7347535785,qasim.prasad832@gmail.com,1970-09-23,Male,Marketing Manager,811,Nagarajan Marg,Ville,Bhopal,Madhya Pradesh,462001,India,FMZKN2921Y,Verified,2021-12-07 13:44:37,Active,Active
Rachit Raman,7641017683,rachit.raman833@gmail.com,1990-11-12,Male,Government Employee,676,Sekhon Path,Ville,Bhopal,Madhya Pradesh,462001,India,SOOKZ1882P,Verified,2023-10-03 12:35:36,Active,Active
Udant Bumb,8824415421,udant.bumb834@gmail.com,1984-09-13,Male,Bank Employee,911,Ravel Chowk,Ville,Delhi,Delhi,110001,India,YKFIV2234V,Verified,2024-11-27 03:59:07,Active,Active
Arunima Bhasin,7497608832,arunima.bhasin835@gmail.com,1989-06-08,Female,Bank Employee,317,Mandal Road,Ville,Jaipur,Rajasthan,302001,India,IJPBY2147R,Verified,2025-11-04 13:39:16,Active,Active
Ubika Aggarwal,9453587650,ubika.aggarwal836@gmail.com,2001-10-19,Female,Engineer,291,Chauhan Nagar,Ville,Kolkata,West Bengal,700001,India,IIKHV4462O,Verified,2023-12-02 15:43:51,Active,Active
Gopal More,8426335865,gopal.more837@gmail.com,1995-05-03,Male,HR Manager,180,Anand Chowk,Ville,Lucknow,Uttar Pradesh,226001,India,HIRRK6915W,Verified,2022-05-24 07:12:12,Inactive,Active
Chakradhar Khalsa,9231912913,chakradhar.khalsa838@gmail.com,2001-04-12,Male,Lawyer,98,Suri Zila,Ville,Kolkata,West Bengal,700001,India,ALJPN4223L,Verified,2023-03-14 08:48:55,Active,Active
Ryan Mane,8244833402,ryan.mane839@gmail.com,1992-10-11,Male,Bank Employee,775,Upadhyay Circle,Ville,Lucknow,Uttar Pradesh,226001,India,CRPID4890E,Verified,2023-05-10 02:12:26,Active,Active
Tejas Dugar,8825098540,tejas.dugar840@gmail.com,1997-02-05,Male,Marketing Manager,577,Butala Nagar,Ville,Ahmedabad,Gujarat,380001,India,KACJG5986L,Pending,2022-07-20 14:52:42,Active,Active
Isha Gour,7229230591,isha.gour841@gmail.com,1994-08-17,Other,Bank Employee,105,Chaudhari Ganj,Ville,Hyderabad,Telangana,500001,India,POSAJ9006W,Rejected,2025-01-28 17:06:32,Active,Active
Jyoti Soni,6840179917,jyoti.soni842@gmail.com,1970-08-24,Female,Business Owner,584,Rajagopal Nagar,Ville,Delhi,Delhi,110001,India,ATCXY0579X,Verified,2025-07-13 01:04:15,Active,Active
Balhaar Arora,7062861609,balhaar.arora843@gmail.com,1973-05-21,Male,Software Engineer,442,Salvi Zila,Ville,Delhi,Delhi,110001,India,GVOQW3443K,Verified,2026-02-10 21:28:03,Active,Active
Eshana Venkatesh,6588048388,eshana.venkatesh844@gmail.com,1991-12-07,Female,Marketing Manager,978,Chhabra Chowk,Ville,Patna,Bihar,800001,India,JLIYS4830P,Pending,2021-12-15 11:03:04,Active,Active
Vamakshi Garg,7091855726,vamakshi.garg845@gmail.com,1982-08-19,Female,Teacher,91,Sood Circle,Ville,Sitapur,Uttar Pradesh,261001,India,FTJLA7195U,Verified,2022-03-07 06:26:59,Active,Active
Advika Chhabra,6403585572,advika.chhabra846@gmail.com,1994-06-22,Female,Bank Employee,814,Dutta Road,Ville,Jaipur,Rajasthan,302001,India,KGUWL0821E,Verified,2025-05-18 18:25:53,Active,Active
Abhiram Kalita,9103421764,abhiram.kalita847@gmail.com,1979-04-07,Male,Bank Employee,414,Sagar Street,Ville,Sitapur,Uttar Pradesh,261001,India,YHHKS1124R,Verified,2023-04-03 17:11:35,Inactive,Active
Ishaan Garde,6985147352,ishaan.garde848@gmail.com,1977-10-23,Male,Accountant,145,Shan Circle,Ville,Kota,Rajasthan,324001,India,KCVIB3953D,Verified,2023-08-18 12:19:10,Active,Active
Abhimanyu Ganguly,6176603629,abhimanyu.ganguly849@gmail.com,1990-02-16,Male,Sales Executive,809,Sangha Ganj,Ville,Kanpur,Uttar Pradesh,208001,India,QSETV1834J,Verified,2023-07-29 03:34:18,Active,Active
Hredhaan Boase,9803910622,hredhaan.boase850@gmail.com,1972-10-15,Male,Accountant,69,Morar Street,Ville,Hyderabad,Telangana,500001,India,KHAJF2743C,Verified,2026-05-26 07:08:30,Active,Active
Ekani Pillay,9447269014,ekani.pillay851@gmail.com,1985-09-03,Female,Software Engineer,369,Kapur Road,Ville,Kolkata,West Bengal,700001,India,ASTCI5468P,Verified,2024-06-03 09:13:47,Blocked,Blocked
Aachal Manda,6808804579,aachal.manda852@gmail.com,1974-02-28,Female,Student,793,Soman Marg,Ville,Lucknow,Uttar Pradesh,226001,India,KTTZP5976R,Verified,2023-05-18 06:44:08,Active,Active
Aadi Dutta,9097248523,aadi.dutta853@gmail.com,2000-10-20,Male,Self Employed,715,Mani Ganj,Ville,Pune,Maharashtra,411001,India,REFEJ3324T,Verified,2022-12-17 08:57:39,Active,Active
Charan Varghese,6827475695,charan.varghese854@gmail.com,1975-10-05,Male,Self Employed,36,Goda Street,Ville,Kota,Rajasthan,324001,India,TKKLN4757Y,Verified,2024-06-06 12:01:01,Active,Active
Kabir Chacko,7971550552,kabir.chacko855@gmail.com,1985-12-20,Male,Lawyer,780,Bajaj Street,Ville,Lucknow,Uttar Pradesh,226001,India,SCDCE1626K,Verified,2022-08-21 17:10:31,Active,Active
Niharika Lalla,9199000727,niharika.lalla856@gmail.com,1972-08-04,Female,Consultant,872,Jayaraman Path,Ville,Chennai,Tamil Nadu,600001,India,BPRKE1900R,Verified,2026-07-28 16:21:07,Active,Active
Elijah Subramaniam,7649457859,elijah.subramaniam857@gmail.com,1990-05-12,Male,Business Owner,707,Taneja Road,Ville,Sitapur,Uttar Pradesh,261001,India,XZYPP4888W,Rejected,2026-08-07 19:12:24,Active,Active
Maanav Subramaniam,7989556528,maanav.subramaniam858@gmail.com,1993-03-16,Other,Marketing Manager,114,Mani Marg,Ville,Bhopal,Madhya Pradesh,462001,India,UBPPL2770H,Verified,2022-12-30 13:54:37,Active,Active
Girish Sane,9783133621,girish.sane859@gmail.com,1998-04-02,Male,Doctor,821,Talwar Chowk,Ville,Bengaluru,Karnataka,560001,India,YUZBS0405M,Verified,2022-12-19 18:08:49,Active,Active
Keya Tara,6511857326,keya.tara860@gmail.com,2001-12-27,Female,Bank Employee,846,Madan Street,Ville,Jaipur,Rajasthan,302001,India,MKLKJ1353S,Pending,2024-11-29 20:00:20,Active,Active
Upasna Toor,9093064234,upasna.toor861@gmail.com,1985-01-25,Female,Government Employee,296,Shankar Circle,Ville,Kolkata,West Bengal,700001,India,HMOIO7006Z,Verified,2025-01-12 05:58:39,Active,Active
Liam Anne,8293706029,liam.anne862@gmail.com,1975-01-26,Male,Consultant,504,Malhotra Ganj,Ville,Jaipur,Rajasthan,302001,India,NTXFK9066X,Verified,2025-11-14 15:12:37,Active,Active
Avi Badal,8797082659,avi.badal863@gmail.com,1999-07-07,Male,Software Engineer,508,Raja Street,Ville,Sitapur,Uttar Pradesh,261001,India,JMPFP9156H,Verified,2024-08-04 17:12:13,Active,Active
Ria Mandal,9455673230,ria.mandal864@gmail.com,1970-10-22,Female,Student,250,Bakshi Ganj,Ville,Bengaluru,Karnataka,560001,India,WQGPO4884C,Verified,2023-05-02 11:02:43,Active,Active
Rudra Natt,6607819497,rudra.natt865@gmail.com,1978-06-08,Male,Teacher,655,Som Zila,Ville,Sitapur,Uttar Pradesh,261001,India,JRNUQ0240Y,Verified,2022-11-03 04:32:14,Active,Active
Shaurya Jhaveri,7929637871,shaurya.jhaveri866@gmail.com,1987-03-11,Male,Engineer,319,Pradhan Path,Ville,Hyderabad,Telangana,500001,India,KTQHJ7872Q,Verified,2025-10-04 05:40:54,Inactive,Active
Tamanna Wagle,6511889320,tamanna.wagle867@gmail.com,2000-02-04,Female,Consultant,795,Choudhury,Ville,Delhi,Delhi,110001,India,DMQYF8985F,Verified,2022-08-01 20:32:31,Active,Active
Siya Shroff,6216789274,siya.shroff868@gmail.com,1982-08-18,Female,HR Manager,165,Balakrishnan Path,Ville,Ahmedabad,Gujarat,380001,India,MBUWO6474P,Pending,2023-06-18 07:11:20,Active,Active
Nidra Hayer,7424777858,nidra.hayer869@gmail.com,1974-04-03,Female,Sales Executive,866,Sha Path,Ville,Pune,Maharashtra,411001,India,UPWVN4014D,Verified,2024-03-27 12:10:27,Active,Active
Gaurangi Sachdeva,7961635471,gaurangi.sachdeva870@gmail.com,1990-07-11,Female,Engineer,422,Brar Street,Ville,Sitapur,Uttar Pradesh,261001,India,DPCTJ3855I,Verified,2022-12-05 22:43:54,Active,Active
Maya Barad,6386268953,maya.barad871@gmail.com,2003-02-24,Female,Sales Executive,217,Goda Street,Ville,Chennai,Tamil Nadu,600001,India,FJWNG0789H,Verified,2025-03-10 12:30:00,Active,Active
Noah Patla,7251179557,noah.patla872@gmail.com,1981-05-08,Male,HR Manager,819,Tara Street,Ville,Kolkata,West Bengal,700001,India,CVYZZ8605S,Verified,2022-12-16 10:36:53,Active,Active
George Kunda,7362081903,george.kunda873@gmail.com,1978-02-21,Male,Student,358,Srivastava Road,Ville,Hyderabad,Telangana,500001,India,IRWCJ8963I,Pending,2022-10-27 17:15:27,Active,Active
Bakhshi Ray,7727218721,bakhshi.ray874@gmail.com,1974-01-23,Male,Self Employed,621,Purohit Chowk,Ville,Sitapur,Uttar Pradesh,261001,India,JZXGA9473W,Verified,2025-06-21 21:33:41,Active,Active
Raksha Patel,8245498056,raksha.patel875@gmail.com,1992-08-16,Female,Marketing Manager,472,Gole Marg,Ville,Delhi,Delhi,110001,India,JAFEQ4374R,Verified,2024-05-02 13:58:07,Active,Active
Agastya Bal,6969964844,agastya.bal876@gmail.com,1979-10-15,Male,Lawyer,306,Sane Zila,Ville,Pune,Maharashtra,411001,India,AYATN8685U,Verified,2022-04-02 16:03:32,Active,Active
Wahab Tandon,9708425723,wahab.tandon877@gmail.com,1996-01-18,Male,Doctor,213,Raval Circle,Ville,Sitapur,Uttar Pradesh,261001,India,NUFAG3668N,Verified,2022-10-30 05:03:12,Inactive,Active
Farhan Dhingra,8354874736,farhan.dhingra878@gmail.com,1982-07-21,Male,Consultant,728,Viswanathan Marg,Ville,Chennai,Tamil Nadu,600001,India,GPNRS6295E,Pending,2025-12-11 14:55:13,Active,Active
Anita Halder,7472337305,anita.halder879@gmail.com,1970-04-19,Female,Government Employee,95,Sunder,Ville,Kolkata,West Bengal,700001,India,OBBSF9834H,Rejected,2022-10-23 00:37:29,Active,Active
Daksha Golla,8603235363,daksha.golla880@gmail.com,2005-12-09,Female,Bank Employee,119,Bhalla Marg,Ville,Mumbai,Maharashtra,400001,India,UEDOM4385G,Pending,2023-12-24 00:32:11,Active,Active
Warjas Sachar,8965483993,warjas.sachar881@gmail.com,1990-02-25,Male,Student,880,Minhas,Ville,Kolkata,West Bengal,700001,India,NMTGZ3819Q,Verified,2023-10-04 20:44:22,Active,Active
Manthan Deshmukh,7053010042,manthan.deshmukh882@gmail.com,1975-04-25,Male,Marketing Manager,571,Raja Nagar,Ville,Bengaluru,Karnataka,560001,India,UJVDQ5844B,Pending,2023-09-14 03:32:44,Active,Active
Abhiram Dyal,7495981281,abhiram.dyal883@gmail.com,1972-12-03,Male,Lawyer,140,Dhar,Ville,Bengaluru,Karnataka,560001,India,VWNGP7127Y,Rejected,2023-12-20 20:43:29,Active,Active
